Entry	Entry Name
Q6Y9H0	RBL2_PROMN
Q6YIJ3	PA2A_BUNCA
Q6YNQ0	PA2A3_BUNCA
Q7LZG2	PA2T_OXYSC
Q7LZG3	PA2_PSEPP
Q7M3C1	MYG_AILME
Q7M3P9	HTN_HAEGH
Q7M485	A1X1_LOXRE
Q7SIC3	SODM_VIRHA
Q802I1	PA2AB_BUNCA
Q809V4	NRAM_I01A1
Q80A22	HEMA_I01A3
Q80A26	HEMA_I01A0
Q80A28	HEMA_I01A2
Q80A30	HEMA_I01A1
Q80WA4	NOVA1_RAT
Q865R3	BASI_BOVIN
Q8AY47	PA2B2_BUNCA
Q8AY48	PA2B1_BUNCA
Q8CHM3	T53I2_RAT
Q8HY59	S26A7_RABIT
Q8I6R7	ACN2_ACAGO
Q8MD78	RBL_AMOTI
Q8MJ25	GLUC_SHEEP
Q8UVR5	BAZ1A_XENLA
Q8VXQ7	GAPN_SCEVA
Q8VXQ9	G3PA_SCEVA
Q8WKC9	RBL_PINVI
Q90251	PA2A6_BUNMU
Q90382	THA_CAIMO
Q90478	L1CA1_DANRE
Q90512	ODO2_TAKRU
Q90523	RAG1_GINCI
Q90751	BMP2_CHICK
Q90850	HIC1_CHICK
Q90923	NET3_CHICK
Q90ZT7	R111A_XENLA
Q91025	VIT3_CHICK
Q91424	ESR1_ASPUN
Q91Z80	LIPA4_RAT
Q92037	NOS2_CARAU
Q92043	VM3AA_CROAT
Q92076	DPOG1_CHICK
Q92091	NOS2_ONCMY
Q93CA6	MLRC_SPHSX
Q93DW6	PYRG_MYCCC
Q94KL8	SILD_PODPE
Q95088	SODC_DROPE
Q95150	NTF3_CEREL
Q95174	PRIO_ERYPA
Q95176	PRIO_CERAT
Q95270	PRIO_THEGE
Q95694	RBL_CAMLE
Q95JP6	KAD7_MACFA
Q98987	NEUM_SERCA
Q99028	COMT_PIG
Q99396	CY42_TRYBB
Q99PA3	BASI_CRIGR
Q9AQ96	ILVC_BUCML
Q9AQ97	ILVC_BUCUE
Q9AQ98	ILVC_BUCUL
Q9AQ99	ILVC_BUCUN
Q9AQA0	ILVC_BUCUM
Q9BLM6	TOR_SCHHA
Q9C438	ATG11_PICPA
Q9ERA5	SMC4_MICAR
Q9F5P4	DNAB_MYCIT
Q9FV68	ICO5D_LIMDO
Q9GGX6	RBL_CEDAT
Q9GHP8	RBL_POLSI
Q9GME3	DHB8_CALJA
Q9HH05	DPOL_THEHY
Q9I9K0	FOG1_XENLA
Q9I9R4	VM1N_BOTPA
Q9IA06	FZD2_CHICK
Q9IA31	GLI3_CHICK
Q9IAX6	VM2M2_DEIAC
Q9IAY2	VM1H5_DEIAC
Q9JK96	KCNQ4_RAT
Q9MB35	PERQ_SEDLI
Q9MTE7	RBL_AVECA
Q9MTQ6	RCCR_HORVU
Q9MZA9	VIME_SHEEP
Q9MZD2	FLNB_RABIT
Q9MZS8	CATD_SHEEP
Q9N1E3	CD22_PONPY
Q9N1Q6	SP100_GORGO
Q9N2A7	ACM2_PANTR
Q9N6P4	FZO_DROSI
Q9PRM8	VSPAA_CERCE
Q9PRW2	VSP3_CROAT
Q9PRW3	VSPA2_CROAT
Q9PRW4	VSPA1_CROAT
Q9PS48	VMXCA_CROAT
Q9PSN7	VM3H1_CRORU
Q9PSZ3	ADA11_XENLA
Q9PTA5	PA2BD_BUNMU
Q9PTA6	PA2BC_BUNMU
Q9PTA7	PA2B_BUNMU
Q9PU36	PCLO_CHICK
Q9PU97	PA2B7_BUNMU
Q9PUL2	KTNA1_XENLA
Q9R3D1	OTC_NEIEL
Q9R4Y1	HVOR_PROVU
Q9SEW4	VCL2_JUGRE
Q9SP06	C80B3_PAPSO
Q9SPN0	LLOS1_ARTAN
Q9TT33	HBB_COLGU
Q9TT92	ATS5_BOVIN
Q9TU19	NPHP1_CANLF
Q9TUE1	C5AR1_RABIT
Q9TV70	DHDH_RABIT
Q9WTM2	DDX6_CAVPO
Q9XGN3	GOLS2_AJURE
Q9XPR5	RBL_IDEPO
Q9XQJ6	RBL_PACAQ
Q9XST2	GLUT4_CANLF
Q9XT10	GLUT4_PIG
Q9XZC0	LCTA_LATTR
Q9Y1T5	SUH_DROSI
Q9YGS1	VSPA_DEIAC
Q9YHT3	ESR1_ANOCA
Q9YI36	SUCB2_COLLI
A0A075FBT3	EKS_MARVU
A0A0D1C6P2	CNE1_USTMA
A0A0E3D8L2	PC23_PENCR
A0A0U4AHC3	SIXC_ODODO
A0A0U5AUY6	3SA9_NAJNA
A0A193H2X2	CZS3_CRUCA
A0A193H327	CZS9_CRUCA
A0A1C9ZMC3	LP9C_GLOTR
A0A1L8F1M4	PRC3B_XENLA
A0A1U9VX91	GLTX_GLYTI
A0A1U9X9N3	DXR_THYVU
A0A1U9YI27	VERJ_CLORO
A0A1W6QDI6	TPS6_ISORU
A0A291NVT7	CESS1_CONMO
A0A2I6EDL4	CM3H_CONRE
A0A2I6EDM8	CM3F_CONRE
A0A3G2FQK2	3DPD_HETMG
A0A3G3C7T9	CX64_CONAA
A0A4P8XV20	CA1B_CONVE
A0A4Y5X186	CESS2_CONMO
A0A5P8DI06	KSL1_ISOJA
A0A6B7FA07	VKT2J_RADCR
A0A6B7FEJ3	VKT2K_RADCR
A0A6J1W8N1	PFAF2_GALME
A0A6M3Z4R4	TX2A_TETBN
A0A8B6XS44	ACTL3_HYDVU
A0AAL4	TBA_DICPU
A0AT33	NLTP4_LENCU
A0JMA6	PAX8_XENTR
A1IVR9	3L22_BUNCA
A1XIM1	MEP3_TRISD
A1XIM2	MEP3_TRIVO
A1XIM5	MEP4_TRISD
A1XIM6	MEP4_TRIVO
A2CJE2	VM3S_CROSS
A2CJE3	VM3V_CROVV
A2CJE4	VM3C_CROAT
A2TBT9	EASH_EPIFI
A3EZ53	HOG1_WALMU
A3EZ54	HOG1_WALSE
A3LW86	PFF1_PICST
A5PMW0	CTL5A_DANRE
A7SG73	NADC_NEMVE
A7UKV6	SUB4_TRIEQ
A7UKV9	MEP1_TRIEQ
A7UKW1	MEP2_TRIEQ
A8C8J6	M1_I07A0
A8C8W9	NS1_I67A2
A8D8S8	VP7_ROTBC
A8E1U5	SLL11_STAAU
A8JFU2	CFA65_CHLRE
A8QL53	VSP1_NAJAT
A8QL57	VSP1_BUNMU
A9ZSY0	CNTLN_RAT
B0S5A7	CTL5B_DANRE
B1NRQ9	CYVI_VIOBI
B1NRR0	CYVJ_VIOBI
B1NRR1	CYVK_VIOBI
B1NRR2	CYO9_VIOBI
B1NRR3	VITA_VIOBI
B1P1A2	JZT42_CHIGU
B1P1F6	JZT33_CHIGU
B2CPI4	PHT12_PETHY
B2D1Y0	PLIA_BOTJR
B3A0L6	ENOB_GADMO
B3A0N4	WSNA_WEIPA
B3A0Q6	CAH2_LOTGI
B3EWC6	PPA_SCHCO
B3EWE5	TLP2_MANZA
B3EWF0	AFP1_PASAL
B3EWG8	PA2A_PORNA
B3EWG9	PARP_SACSO
B3EWI3	LAC_AGAPC
B3EWI9	OXLA_BOTMT
B3EWK6	SFP1_BOSIN
B3EWN6	IBB2_LATSA
B3EWN7	IBB3_LATSA
B3EWN8	IBB4_LATSA
B3EWP7	LIN50_BACLI
B3EWQ8	PA2_BUNFA
B3EWR3	3SAW_NAJNA
B3EWS0	TLP1A_MANZA
B3EWS7	TXC14_CUPSA
B3EWS8	TXC15_CUPSA
B3EWS9	TXC16_CUPSA
B3KYH5	TPB_PELSA
B6CPR5	BR1A_LITPA
B6VH77	SACA3_PONPY
B6VH79	SACA3_PAPHA
B8UU59	PK1L_ACRMI
B8XH33	KAX99_BUTOS
C0HJF2	HERIN_HERER
C0HJG8	BSP_BOSSE
C0HJH0	CELL_ASPVE
C0HJH5	NLTP_MORCI
C0HJH9	THNW1_NIGSA
C0HJI0	THNW2_NIGSA
C0HJI9	3S11B_BUNFA
C0HJJ8	ASPR_TERCL
C0HJL9	TAN_BACIU
C0HJM0	PPO3_SARAR
C0HJM6	CHIT_TRISX
C0HJM8	LEC_ALLCE
C0HJN3	CO1A1_ORYAF
C0HJN4	CO1A2_ORYAF
C0HJN5	CO1A1_HIPAM
C0HJN6	CO1A2_HIPAM
C0HJN8	CO1A2_TAPTE
C0HJN9	CO1A1_EQUSP
C0HJP0	CO1A2_EQUSP
C0HJP1	CO1A1_CYCDI
C0HJP2	CO1A2_CYCDI
C0HJP3	CO1A1_MYLDA
C0HJP4	CO1A2_MYLDA
C0HJP6	CO1A2_MACSX
C0HJP8	CO1A2_TOXSP
C0HJQ0	SL1_BOTDP
C0HJR6	VSP2_CRODO
C0HJU4	PLIG_CRODO
C0HJW8	PA2HA_BOTNI
C0HJW9	3NO21_NAJKA
C0HK18	VSP4_CRODO
C0HK19	VSP3_CRODO
C0HK22	LEC3A_HALCE
C0HK48	ITRY_CASLE
C0HKB1	PGLR_CUPSE
C0HKB4	IBB1A_LATSA
C0HKC7	CBP4_MOROL
C0HKG4	TX4A_CHEPU
C0HL60	ABAN1_LIMMU
C0HLB1	ATP5E_YARLI
C0HLB8	PA2_MICLE
C0HLG7	CO1A1_CHOHO
C0HLG8	CO1A2_CHOHO
C0HLH0	CO1A2_BRAVA
C0HLH1	CO1A1_ACRYE
C0HLH2	CO1A2_ACRYE
C0HLH3	CO1A1_ACRSX
C0HLH4	CO1A2_ACRSX
C0HLH6	CO1A2_NEODO
C0HLH9	CO1A1_GLYSX
C0HLI0	CO1A2_GLYSX
C0HLI2	CO1A2_DOESX
C0HLI3	CO1A1_GLORB
C0HLI4	CO1A2_GLORB
C0HLI6	CO1A2_SCESX
C0HLI7	CO1A1_SCESW
C0HLI8	CO1A2_SCESW
C0HLI9	CO1A1_NEOCO
C0HLJ0	CO1A2_NEOCO
C0HLJ1	CO1A1_PARSU
C0HLJ2	CO1A2_PARSU
C0HLJ3	CO1A1_NOTSH
C0HLJ4	CO1A2_NOTSH
C0HLJ5	CO1A1_MEGAE
C0HLJ6	CO1A2_MEGAE
C0HLJ7	CO1A1_MEGJE
C0HLJ8	CO1A2_MEGJE
C0HLK0	CO1A2_PARHA
C0HLK3	3S11_MICTC
C0HLL7	GST_LACPN
C0HLL8	GPX_LACPN
C0HLN3	MO3_MOROL
C0HLR6	SCX1_RHOCR
C0HLT8	CI2S_ARAAG
C0HLU4	BAC79_WEICO
C0HLV3	MO4_MOROL
C0HLV4	MO5_MOROL
C0HLV5	MO6_MOROL
C0HLY4	TP1A_RANLT
C0HM22	KA321_CENMA
C0HM24	NLTP2_NIGSA
C0HM72	KAX2N_CENBO
C0HM73	KA104_CENBO
C0HM74	KAX2A_CENBO
C0HM75	KA106_CENBO
C0HM76	KAX2L_CENBO
C0HM77	KAX2M_CENBO
C0HM78	KAX2O_CENBO
C0HM95	CO1AB_EPICA
C0SJS4	C71AJ_APIGR
C1KEU0	METE_KALTU
C5FEK4	CTSD_ARTOC
C5H5D3	VM32_BOTAT
C7A276	CIB2_SHEEP
C7E9V9	SCH34_STACH
C9K1N0	ACT23_ALTAL
C9WJD0	CHI4_METAN
D0VWR4	PSBX_THEVL
D2Y245	H8C01_CYRHA
D4HRK7	CA12_CONKI
D5HR52	SCX3A_ANDCR
D5KX81	PCS_LEGBO
D8MIA0	VSPH2_BITRH
D8MIA1	VSPH3_BITRH
D8MIA2	VSPR4_BITRH
D8MIA3	VSPR5_BITRH
D9N4H3	LIP5_MALFU
D9N4H4	LIP6_MALFU
E2D0Z0	SALK5_KALTU
E2IYB3	FCNV1_VARKO
E7CZY8	SCXN3_MESEU
E7CZY9	SCXN6_MESEU
E7CZZ0	SCXNB_MESEU
E7CZZ1	SCXNC_MESEU
E9KID3	NOD3_PEA
E9NW28	VM2P3_PROMU
E9RHV4	CYP1_USTMD
F9X365	VEA_ZYMTI
G3XSI3	AUNB_ASPNA
G3XSI6	AUNE_ASPNA
G4V3T9	SCAA2_MESMA
G4WFQ2	SCXND_MESEU
G8FZS4	CX9A_CRACE
G9N4A7	VIRF_HYPVG
H8ZM71	ISO_ABIBA
H8ZW44	DXR_ORIVU
H9M5U4	VM2_CRORU
I0B6F4	CYC7_CHACT
I0CME8	HYAL_CONAQ
K2RLM2	DPMPJ_MACPH
L0T5T4	PE10_MYCTU
L7XCU0	LATA_LATGE
L7XDS4	LATA_LATPL
L8BU87	CA1A_CONLI
O00394	A1AT_CHLAE
O00852	PGK_GLACH
O00869	PGK_PARPR
O00871	PGK_TETPY
O00940	PGK_CONMG
O02664	DRD1_RABIT
O02708	CSF3_FELCA
O02761	FOS_SHEEP
O02769	MTR1A_BOVIN
O03063	ATPB_ASPND
O03064	ATPB_ADIRA
O03066	ATPB_BLEOC
O03067	ATPB_DICAN
O03068	ATPB_DENPU
O03069	ATPB_EQUAR
O03070	ATPB_HYPHO
O03073	ATPB_LONHI
O03074	ATPB_MICPL
O03075	ATPB_MICSZ
O03077	ATPB_OSMCI
O03080	ATPB_PTEES
O03085	ATPB_VANDA
O03359	ATP6_TROMO
O03570	ATP6_TROHI
O03692	NU4M_ATRNM
O03695	NU4M_ATRPI
O03697	NU4M_BOTAS
O03698	NU4M_BOTBI
O03699	NU4M_BOTER
O03700	NU4M_BOTLA
O03701	NU4M_BOTSC
O03702	NU4M_CROAD
O03703	NU4M_CERGO
O03704	NU4M_CROLE
O03707	NU4M_CAURH
O03710	NU4M_CROOO
O03726	NU4M_GLOBL
O03727	NU4M_GLOIT
O03733	NU4M_HYPHY
O03763	NU4M_BOTHY
O03772	NU4M_PORNA
O03773	NU4M_POROP
O03778	NU4M_SISMI
O03780	NU4M_TRIAB
O03792	NU4M_TRICN
O03807	NU4M_TROWA
O03889	COX2_APTAU
O03890	COX2_CASBE
O03891	COX2_DRONO
O03892	COX2_NOTPE
O03893	COX2_RHEAM
O03895	COX2_TINMA
O04395	FLS_MATIN
O04916	ACOHC_SOLTU
O08703	KCNH2_CAVPO
O09163	GON1_MESAU
O12984	CRYAA_ANAPL
O12988	CRYAA_COLLI
O13215	IHH_DEVMA
O13220	IHH_DEVPA
O13226	TWHH_PSEPR
O13240	IHH_DANAT
O13243	IHH_DEVDE
O13253	TWHH_DEVPA
O16017	OPSD_LACLU
O16018	OPSD_CAMSC
O16019	OPSD_FAXVI
O16020	OPSD_PROML
O16027	G3P1_GLORO
O16068	HSP83_DROPB
O16087	HSP83_DROMI
O16127	TPM_ECHGR
O17438	DHX15_STRPU
O18312	OPSD_CAMHU
O18315	OPSD_CAMMA
O18481	OPSD_ORCAU
O18485	OPSD_PROOR
O18486	OPSD_PROSE
O18776	SRSF6_RABIT
O18815	DFBC7_BOVIN
O18921	RENBP_CANLF
O18926	CADH3_PIG
O18951	P2RY2_BOVIN
O19023	CEL3B_MACMU
O19025	ADA2B_MACPR
O19032	ADA2B_ORYAF
O19074	CMAH_PIG
O19098	BCAT2_PIG
O19103	UDB16_RABIT
O19112	CILP1_PIG
O19124	MCP_SAGMY
O19986	RR4_ALOVE
O19990	RR4_IRIDM
O19992	RR4_BOBGL
O19995	RR4_BABST
O20103	RR4_CROSP
O20106	RR4_CYPSP
O20208	RR4_DIEGR
O20210	RR4_DIERO
O20213	RR4_FURFO
O20215	RR4_FRESP
O20219	RR4_GLAMU
O20221	RR4_GLAPA
O20230	RR4_HYMLI
O20231	RR4_SCAPU
O20234	RR4_IRIEN
O20235	RR4_IRILU
O20236	RR4_ISOTA
O20254	RR4_LIBFO
O20255	RR4_SCHNE
O20264	RR4_MORST
O20265	RR4_NERBO
O20273	RR4_PATFR
O20278	RR4_PILTE
O20280	RR4_ROMRE
O20291	RR4_TRISY
O20399	RR4_WATAN
O21414	CYB_SORHO
O21425	CYB_SORSS
O21515	NU4M_PHOSU
O21521	NU4M_MICPE
O21945	SSB_BPR70
O21946	SSB_BPS14
O24246	PMGI_PRUDU
O24572	ESR2C_MAIZE
O30394	TYSY_BACAT
O30397	TYSY1_BACAM
O30549	PURA_STUST
O30853	KPYK1_PHOLE
O30885	ENO_CAMFE
O31067	HEMN_THEVL
O31287	LEU1_BUCTS
O32848	PGK_MYCAV
O32857	MURA_MYCCH
O32858	MURA_MYCFO
O33149	GYRA_MYCMA
O33159	MURA_MYCNE
O33160	MURA_MYCPH
O33431	RPOC_PORCN
O33465	METH_PSEPU
O33529	DNAJ_RHILE
O33579	CYSH_RHITR
O35502	LCAT_MYOGA
O35573	LCAT_ELIQU
O35724	LCAT_MICMN
O35840	LCAT_GERGM
O36041	IF2G_SPIVO
O36051	RR4_NEOSP
O36052	RR4_PATSQ
O36054	RR4_SPASP
O36057	RR4_TIGSP
O42154	G6PC1_HAPXE
O42268	OPSD_ICTPU
O42294	OPSD_ABYKO
O42300	OPSD_BATMU
O42301	OPSD_BATNI
O42307	OPSD_COTBO
O42327	OPSD_COMDY
O42328	OPSD_COTGR
O42330	OPSD_COTIN
O42334	PTC2_CYNPY
O42335	PTC1_CYNPY
O42411	IOD1_CHICK
O42427	OPSD_LIMBE
O42431	OPSD_LIMPA
O42451	OPSD_PROJE
O42452	OPSD_PARKN
O42466	OPSD_TAUBU
O44105	G3P2_DROSU
O44111	URIC_DROSU
O44431	TIM_DROHY
O45027	PBAN_MAMBR
O46383	NCKX1_BISBI
O46483	LSHB_OSPRU
O46577	COX41_PANTR
O46578	COX41_GORGO
O46579	COX41_PONPY
O46580	COX41_HYLAG
O46581	COX41_THEGE
O46584	COX41_AOTAZ
O46585	COX41_PITPI
O46586	COX41_PERPO
O46587	COX41_MANSP
O46588	COX41_TRACR
O46673	IL10_ORCOR
O47026	RR4_ASPMA
O47029	RR4_NAROD
O47043	CYB6_PICAB
O47414	CYB_SYLTR
O47555	CYB_LEPAR
O47556	CYB_LEPOT
O47558	CYB_LEPAL
O48350	CYB_LEPCO
O54263	SODM_STROR
O55062	SRY_APOFL
O55063	SRY_APOAG
O57568	THA_SPAAU
O62685	MCP_SAISC
O62696	ARY1_FELCA
O62732	SYN1_CANLF
O64899	C80B1_ESCCA
O66137	RCEL_ACICY
O66139	RCEL_ACIMU
O66141	RCEL_ACIOR
O68248	RIBA_SULMU
O68891	PARC_CROSK
O68949	VNFK_AZOPA
O68952	VNFK_AZOSA
O68953	VNFD_AZOPA
O68954	VNFD_AZOSA
O68955	ANFD_HELGE
O69190	PDXS_FRATU
O69783	DAPB_RHIML
O70430	ADRB1_MERUN
O70432	ADRB3_MERUN
O70512	CISH_RAT
O73705	CAC1A_CHICK
O73919	CRYAA_ORYLA
O74286	ENO_CUNEL
O76536	HYAL_STRPU
O77695	BGLR_CHLAE
O77713	ADA2B_DUGDU
O77715	ADA2B_DIDVI
O77717	TIMP2_HORSE
O77723	ADA2B_ECHTE
O77830	ADA2B_RABIT
O78713	NU1M_ZAGBR
O78761	CYB_MICSB
O79446	CYB_SORAC
O79461	CYB_SORPC
O79980	CYB_SORAS
O80360	RK3_TOBAC
O81160	SPE2_THECC
O83045	FTSK_AZOBR
O86385	OTC_NEIFV
O86408	OTC_NEIPH
O86412	OTC_NEISI
O86415	OTC_NEISU
O86954	END4_THENE
O87905	C24AA_BACTJ
O88779	RHBL1_RAT
O89085	PDE4A_CAVPO
O93515	VM2S3_GLOBR
O93516	VM2S2_GLOBR
O93517	VM3S4_GLOBR
O93518	VM3S5_GLOBR
O96363	BGBP_HYPCU
O96530	HYAL_LYTVA
O96569	DHAPP_DROLE
O96571	DDC_DROLE
O96790	DPGN_DIPMA
O97590	TIMP3_RABIT
O97591	TIMP4_RABIT
O97670	HESX1_RABIT
O98883	RBL_COUGU
O99468	CYB_RHIHI
P00168	CYB5_ALOSE
P00465	NIFD_RHILT
P00527	YES_AVISY
P00728	AMPT_GEOSE
P00853	ATP6_ASPAM
P01013	OVALX_CHICK
P01016	ANGT_HORSE
P01081	IP2A_SOLTU
P01082	IP2B_SOLTU
P01125	REL_MELGA
P01196	COLI_STRCA
P01349	RELX_CARTA
P01544	THN1_WHEAT
P01896	HA1Z_MOUSE
P02257	H1_ECHCR
P02260	H5_COLLI
P02456	CO1A1_RABIT
P02500	CRYAA_TRIIN
P02507	CRYAA_PELLE
P02508	CRYAA_RANTE
P02520	HSP12_SOYBN
P02530	CRG1_RANTE
P02531	CRG2_RANTE
P02539	K2M1_SHEEP
P02556	TBB_LYTPI
P02677	FIBB_CANLF
P02744	LIMU_LIMPO
P02849	BAR1_CHITE
P02854	VCLB_PEA
P02855	VCLA_PEA
P02897	VSG4_TRYBR
P03342	GAG_AVISN
P03384	ENV_WMSV
P03398	ENV_AVISU
P03914	NU4M_EMEND
P04093	GLUC_ICTPU
P04164	CY552_THETH
P04260	K2C4_BOVIN
P04261	K2C3_BOVIN
P04263	K2CA_BOVIN
P04265	K2C2_XENLA
P04266	K2C1_XENLA
P04362	PA2_HELHO
P04586	POL_HV1Z6
P04747	AMY3_HORVU
P04748	AMY4_HORVU
P04749	AMY5_HORVU
P04872	FUS_NPVGM
P05148	HIS1_KLEPN
P05225	CAER5_XENLA
P05390	RLA2_WHEAT
P05557	IOVO_STRCA
P05561	IOVO_NOTCI
P05562	IOVO_EUDEL
P05563	IOVO_SPHHU
P05564	IOVO_PHASU
P05565	IOVO_ANHNO
P05566	IOVO_NYCNY
P05567	IOVO_ANSSE
P05569	IOVO_DENEY
P05570	IOVO_DENVD
P05571	IOVO_COSCO
P05575	IOVO_CERNO
P05577	IOVO_HALIN
P05579	IOVO_CIRAE
P05580	IOVO_MEGFR
P05581	IOVO_LEIOC
P05582	IOVO_ORTVE
P05584	IOVO_PIPPP
P05585	IOVO_BONUM
P05587	IOVO_OREPI
P05588	IOVO_CALSP
P05589	IOVO_CALSC
P05591	IOVO_COLVI
P05592	IOVO_CYRMO
P05594	IOVO_PTEAF
P05595	IOVO_PELCO
P05596	IOVO_PTEER
P05597	IOVO_FRAFR
P05598	IOVO_FRAPO
P05599	IOVO_PERPE
P05600	IOVO_COTDE
P05601	IOVO_ARBTO
P05605	IOVO_SYRRE
P05607	IOVO_POLBI
P05608	IOVO_ARGAR
P05609	IOVO_PAVCR
P05611	IOVO_TURSY
P05615	IOVO_GEOCA
P05616	IOVO_CARRE
P05617	IOVO_DACNO
P05691	CSP_PLAFL
P05693	LEGK_PEA
P05699	RBL_VICFA
P05774	RAS_CARAU
P05782	K1C3_XENLA
P05785	K1C14_BOVIN
P05864	REV_HV1B8
P05866	REV_HV1W2
P05867	REV_HV1Z3
P05868	REV_HV1ZH
P05869	REV_HV1Z8
P05953	VPR_HV1C4
P06353	H33_HORVU
P06455	VE1_FPVL
P06579	TRBM_BOVIN
P06646	MYC_ONCMY
P06682	CO9_ONCMY
P07194	PENKB_XENLA
P07218	PAL1_PHAVU
P07449	GLUC1_ONCKI
P07452	CAH1_RABIT
P07635	INV7_YEASX
P07748	FIXZ_RHILE
P07855	FAS_RABIT
P07993	POLG_PEMV
P08036	RPOB_SAPOF
P08163	NEUV_BUFJA
P08222	CB22_CUCSA
P08231	FIB37_BPM1
P08232	FIB37_BPOX2
P08268	NS1_I76AM
P08270	NS1_I63A3
P08274	NS1_I24A0
P08278	NS1_I61A0
P08477	G3PC2_HORVU
P08490	POLG_ECHO9
P08662	MERA_SERMA
P08757	FAS_CAPHI
P08804	VPU_HV1N5
P08806	VPU_HV1ZH
P08807	VPU_HV1Z8
P08808	VPU_HV1W2
P08823	RUBA_WHEAT
P08824	RUBA_RICCO
P08991	H2AV_STRPU
P09019	HXB5_XENLA
P09020	HXC5_XENLA
P09043	G3PA_TOBAC
P09044	G3PB_TOBAC
P09078	HXB8_PIG
P09094	G3PC_TOBAC
P09107	AMY_TRICA
P09515	MCAPS_BWYVG
P09566	GLUC_ATRSP
P09589	H2A3_LYTPI
P09590	H2A3_STRPU
P09635	HXA4_RAT
P09672	G3PA_SINAL
P09686	GLUC_MYOSC
P09687	GLUC_SCYCA
P09689	ACHB_ELEEL
P09691	ACHD_ELEEL
P09692	ACHG_ELEEL
P09825	NIFB_RHILE
P09873	CHYM_FELCA
P09876	SMS2_MYOSC
P09882	CEA8_ECOLX
P09945	HIRV2_HIRME
P0A0E0	PTMA_STAAU
P0A369	CR1AA_BACTS
P0C0C0	ERA_STRP9
P0C0C9	OTCC_STRPY
P0C0D9	RPOC_STRPY
P0C0M4	TYSY_STAEP
P0C0N0	OTC_STAEP
P0C0Q9	GYRA_STAEP
P0C0U9	HBB2_DRYME
P0C0X6	BCHZ_CERSP
P0C1A0	ASSY_DICCH
P0C1G4	MDH_KLEPN
P0C1H0	ACTP1_ACTEQ
P0C1H1	ACTPP_ACTEQ
P0C1H2	ACTP3_ACTEQ
P0C1T4	RPOC_STAAU
P0C1T7	AX7A_TERSU
P0C2A0	TX20_ANDCR
P0C2C3	MARC2_PIG
P0C2D6	OXLA_PROMU
P0C2K3	BX17_LOXGA
P0C2K4	BX2_LOXGA
P0C2K5	BX3_LOXGA
P0C2K6	BX4_LOXGA
P0C2K7	X5_LOXGA
P0C2K8	X6_LOXGA
P0C2K9	BX8_LOXGA
P0C2X0	VGLG_VSIVM
P0C547	3SOFH_NAJAT
P0C5H4	3SA1_DABRR
P0C5J7	SCXT_PARLS
P0C5S8	POLG_HAVSJ
P0C603	3NBA_BOIDE
P0C6S1	VM1B2_BOTPA
P0C6S5	LECJ3_BOTJA
P0C7N3	VM3CR_CROVV
P0C8D9	CKE_CONER
P0C8I8	SL2_BITAR
P0C8I9	SLAB_BOTAL
P0C8J0	SLA_OPHHA
P0C8J1	SLB_OPHHA
P0C8J2	SL1C1_VIPAA
P0C8J3	SL1C2_VIPAA
P0C8J4	SL2C1_VIPAA
P0C8J5	SL2C2_VIPAA
P0C8L5	MTNC_KLEAE
P0C8M2	CBP_MESMA
P0C8X2	LYSC_TITST
P0C8X3	HYAL_TITST
P0C8X4	VMP_TITST
P0C8Z1	G3P_ESCFE
P0C8Z2	OMPA_ESCFE
P0C946	BGLA_THENE
P0CAQ8	CA14A_CONQU
P0CAR4	3S12B_MICPY
P0CAR7	3SX_MICPY
P0CAS9	PA2B1_MICPY
P0CAT0	PA2D5_MICPY
P0CAT1	PA2D6_MICPY
P0CAY9	MA20_PINMA
P0CF76	SCX11_MESMA
P0CG44	UC1_URTCR
P0CG83	UBIQP_HORVU
P0CG84	UBI4P_NICSY
P0CJ33	TXVE1_MACLB
P0CJ35	3L2L_OXYSC
P0CV89	PA23_CROAT
P0CV91	PRDX4_CROAT
P0CV92	QPCT_CROAT
P0CY89	CRTF_RHOCA
P0DI85	OXLA8_DEIAC
P0DI87	OXLA_BOTIN
P0DI92	PA2H_BOTMA
P0DJ35	KKX28_HETPE
P0DJ63	VKT_OXYMI
P0DJ95	PACA_HELSU
P0DJC8	SLA_BOTAS
P0DJC9	SLB_BOTAS
P0DJE4	LATA_LATMA
P0DJE5	LITA_LATHA
P0DJE6	LITD_LATHA
P0DJE7	LITD_LATHE
P0DJG6	VSP_CROVV
P0DJG8	CRVP_HELAG
P0DJJ5	V5NTD_GLOBB
P0DJL0	CLKTX_ISOMC
P0DJL4	SLA_DABPA
P0DJM5	PA2AC_CROVV
P0DJM6	PA2B_PROMB
P0DJM7	PA2B_PROTO
P0DJM8	PA2BI_GLOSA
P0DJN3	PA2B2_CRODM
P0DJN5	PA2B3_CRODU
P0DJN8	PA2B3_SISMB
P0DJO6	OMPA_SHIBL
P0DJO7	G3P_SHIBL
P0DJP6	PA2AB_TRIST
P0DJP7	PA2AE_TRIST
P0DJP8	PA2AG_TRIST
P0DJP9	PA2AH_TRIST
P0DJQ0	PA2BA_TRIST
P0DJQ2	PA2HK_TRIST
P0DJR1	PA2AA_CROHD
P0DJR2	PA2AB_CROHD
P0DKM8	TU91_IOTCI
P0DKM9	TU11_LOPAL
P0DKP8	CA1G_CONCN
P0DKR4	PA2AB_PSEFE
P0DKT8	PA2HB_OXYSA
P0DKU3	PA2B1_NAJNG
